Algorithm,Allocation,Processes,MessageSize,Latency
chain,core,2,1,0.21
chain,core,2,2,0.22
chain,core,2,4,0.21
chain,core,2,8,0.21
chain,core,2,16,0.21
chain,core,2,32,0.24
chain,core,2,64,0.24
chain,core,2,128,0.50
chain,core,2,256,0.34
chain,core,2,512,0.36
chain,core,2,1024,0.44
chain,core,2,2048,0.57
chain,core,2,4096,0.85
chain,core,2,8192,1.37
chain,core,2,16384,3.12
chain,core,2,32768,5.33
chain,core,2,65536,6.75
chain,core,2,131072,9.78
chain,core,2,262144,15.83
chain,core,2,524288,28.80
chain,core,2,1048576,59.94
chain,core,3,1,0.39
chain,core,3,2,0.39
chain,core,3,4,0.38
chain,core,3,8,0.40
chain,core,3,16,0.39
chain,core,3,32,0.42
chain,core,3,64,0.42
chain,core,3,128,0.53
chain,core,3,256,0.59
chain,core,3,512,0.60
chain,core,3,1024,0.79
chain,core,3,2048,0.98
chain,core,3,4096,1.47
chain,core,3,8192,2.20
chain,core,3,16384,4.70
chain,core,3,32768,7.66
chain,core,3,65536,11.26
chain,core,3,131072,17.93
chain,core,3,262144,31.57
chain,core,3,524288,60.33
chain,core,3,1048576,120.80
chain,core,4,1,0.22
chain,core,4,2,0.22
chain,core,4,4,0.22
chain,core,4,8,0.22
chain,core,4,16,0.22
chain,core,4,32,0.29
chain,core,4,64,0.27
chain,core,4,128,0.50
chain,core,4,256,0.52
chain,core,4,512,0.53
chain,core,4,1024,0.76
chain,core,4,2048,1.08
chain,core,4,4096,1.71
chain,core,4,8192,2.62
chain,core,4,16384,5.16
chain,core,4,32768,8.40
chain,core,4,65536,13.74
chain,core,4,131072,25.07
chain,core,4,262144,47.64
chain,core,4,524288,96.31
chain,core,4,1048576,210.95
chain,core,5,1,0.29
chain,core,5,2,0.30
chain,core,5,4,0.35
chain,core,5,8,0.30
chain,core,5,16,0.30
chain,core,5,32,0.39
chain,core,5,64,0.38
chain,core,5,128,0.60
chain,core,5,256,0.67
chain,core,5,512,0.71
chain,core,5,1024,0.98
chain,core,5,2048,1.39
chain,core,5,4096,2.19
chain,core,5,8192,3.19
chain,core,5,16384,5.97
chain,core,5,32768,10.01
chain,core,5,65536,19.00
chain,core,5,131072,36.84
