Algorithm,Allocation,Processes,MessageSize,Latency
binary_tree,core,2,1,0.44
binary_tree,core,2,2,0.41
binary_tree,core,2,4,0.40
binary_tree,core,2,8,0.43
binary_tree,core,2,16,0.41
binary_tree,core,2,32,0.46
binary_tree,core,2,64,0.46
binary_tree,core,2,128,0.54
binary_tree,core,2,256,0.57
binary_tree,core,2,512,0.60
binary_tree,core,2,1024,0.69
binary_tree,core,2,2048,0.84
binary_tree,core,2,4096,1.23
binary_tree,core,2,8192,1.79
binary_tree,core,2,16384,3.80
binary_tree,core,2,32768,6.15
binary_tree,core,2,65536,7.74
binary_tree,core,2,131072,10.17
binary_tree,core,2,262144,16.21
binary_tree,core,2,524288,30.16
binary_tree,core,2,1048576,63.31
binary_tree,core,3,1,0.41
binary_tree,core,3,2,0.40
binary_tree,core,3,4,0.41
binary_tree,core,3,8,0.40
binary_tree,core,3,16,0.41
binary_tree,core,3,32,0.43
binary_tree,core,3,64,0.44
binary_tree,core,3,128,0.55
binary_tree,core,3,256,0.58
binary_tree,core,3,512,0.61
binary_tree,core,3,1024,0.80
binary_tree,core,3,2048,1.01
binary_tree,core,3,4096,1.48
binary_tree,core,3,8192,2.21
binary_tree,core,3,16384,4.85
binary_tree,core,3,32768,7.96
binary_tree,core,3,65536,11.88
binary_tree,core,3,131072,18.84
binary_tree,core,3,262144,32.15
binary_tree,core,3,524288,59.85
binary_tree,core,3,1048576,122.68
binary_tree,core,4,1,0.32
binary_tree,core,4,2,0.33
binary_tree,core,4,4,0.33
binary_tree,core,4,8,0.33
binary_tree,core,4,16,0.33
binary_tree,core,4,32,0.40
binary_tree,core,4,64,0.38
binary_tree,core,4,128,0.54
binary_tree,core,4,256,0.57
binary_tree,core,4,512,0.64
binary_tree,core,4,1024,0.87
binary_tree,core,4,2048,1.14
binary_tree,core,4,4096,1.77
binary_tree,core,4,8192,2.79
binary_tree,core,4,16384,6.74
binary_tree,core,4,32768,11.14
binary_tree,core,4,65536,15.99
binary_tree,core,4,131072,26.26
binary_tree,core,4,262144,47.25
binary_tree,core,4,524288,90.01
binary_tree,core,4,1048576,176.53
binary_tree,core,5,1,0.40
binary_tree,core,5,2,0.41
binary_tree,core,5,4,0.40
binary_tree,core,5,8,0.40
binary_tree,core,5,16,0.41
binary_tree,core,5,32,0.49
binary_tree,core,5,64,0.49
binary_tree,core,5,128,0.67
binary_tree,core,5,256,0.72
binary_tree,core,5,512,0.79
binary_tree,core,5,1024,1.02
binary_tree,core,5,2048,1.37
binary_tree,core,5,4096,2.09
binary_tree,core,5,8192,3.29
binary_tree,core,5,16384,8.54
binary_tree,core,5,32768,12.48
binary_tree,core,5,65536,20.89
binary_tree,core,5,131072,35.31
binary_tree,core,5,262144,66.85
binary_tree,core,5,524288,130.81
binary_tree,core,5,1048576,263.50
binary_tree,core,6,1,0.51
binary_tree,core,6,2,0.50
binary_tree,core,6,4,0.50
binary_tree,core,6,8,0.50
binary_tree,core,6,16,0.49
binary_tree,core,6,32,0.59
binary_tree,core,6,64,0.59
binary_tree,core,6,128,0.85
binary_tree,core,6,256,0.90
binary_tree,core,6,512,0.95
binary_tree,core,6,1024,1.21
binary_tree,core,6,2048,1.67
binary_tree,core,6,4096,2.42
binary_tree,core,6,8192,3.75
binary_tree,core,6,16384,9.38
binary_tree,core,6,32768,14.31
binary_tree,core,6,65536,23.42
binary_tree,core,6,131072,41.39
binary_tree,core,6,262144,78.46
binary_tree,core,6,524288,143.23
binary_tree,core,6,1048576,288.05
binary_tree,core,7,1,0.56
binary_tree,core,7,2,0.58
binary_tree,core,7,4,0.57
binary_tree,core,7,8,0.56
binary_tree,core,7,16,0.56
binary_tree,core,7,32,0.67
binary_tree,core,7,64,0.68
binary_tree,core,7,128,0.95
binary_tree,core,7,256,0.99
binary_tree,core,7,512,1.06
binary_tree,core,7,1024,1.35
binary_tree,core,7,2048,1.86
binary_tree,core,7,4096,2.68
binary_tree,core,7,8192,4.14
binary_tree,core,7,16384,10.03
binary_tree,core,7,32768,15.37
binary_tree,core,7,65536,25.99
binary_tree,core,7,131072,46.33
binary_tree,core,7,262144,87.18
binary_tree,core,7,524288,163.06
binary_tree,core,7,1048576,320.13
binary_tree,core,8,1,0.77
binary_tree,core,8,2,0.75
binary_tree,core,8,4,0.75
binary_tree,core,8,8,0.73
binary_tree,core,8,16,0.74
binary_tree,core,8,32,0.87
binary_tree,core,8,64,0.89
binary_tree,core,8,128,1.20
binary_tree,core,8,256,1.23
binary_tree,core,8,512,1.34
binary_tree,core,8,1024,1.56
binary_tree,core,8,2048,2.08
binary_tree,core,8,4096,3.03
