Algorithm,Allocation,Processes,MessageSize,Latency
default,core,2,1,0.24
default,core,2,2,0.23
default,core,2,4,0.22
default,core,2,8,0.22
default,core,2,16,0.22
default,core,2,32,0.26
default,core,2,64,0.26
default,core,2,128,0.33
default,core,2,256,0.37
default,core,2,512,0.37
default,core,2,1024,0.44
default,core,2,2048,0.55
default,core,2,4096,0.85
default,core,2,8192,1.34
default,core,2,16384,3.16
default,core,2,32768,5.41
default,core,2,65536,6.84
default,core,2,131072,10.06
default,core,2,262144,15.86
default,core,2,524288,29.83
default,core,2,1048576,62.63
default,core,3,1,0.50
default,core,3,2,0.49
default,core,3,4,0.49
default,core,3,8,0.49
default,core,3,16,0.50
default,core,3,32,0.42
default,core,3,64,0.42
default,core,3,128,0.52
default,core,3,256,0.71
default,core,3,512,0.57
default,core,3,1024,0.75
default,core,3,2048,0.94
default,core,3,4096,1.43
default,core,3,8192,2.12
default,core,3,16384,4.75
default,core,3,32768,7.99
default,core,3,65536,11.76
default,core,3,131072,26.24
default,core,3,262144,31.80
default,core,3,524288,58.12
default,core,3,1048576,116.77
default,core,4,1,0.35
default,core,4,2,0.35
default,core,4,4,0.35
default,core,4,8,0.35
default,core,4,16,0.34
default,core,4,32,0.43
default,core,4,64,0.41
default,core,4,128,0.59
default,core,4,256,0.63
default,core,4,512,0.65
default,core,4,1024,0.85
default,core,4,2048,1.15
default,core,4,4096,1.73
default,core,4,8192,2.52
default,core,4,16384,5.66
default,core,4,32768,8.96
default,core,4,65536,14.88
default,core,4,131072,27.22
default,core,4,262144,53.09
default,core,4,524288,108.47
default,core,4,1048576,241.42
default,core,5,1,0.52
default,core,5,2,0.52
default,core,5,4,0.51
default,core,5,8,0.51
default,core,5,16,0.51
default,core,5,32,0.58
default,core,5,64,0.47
default,core,5,128,0.75
default,core,5,256,0.78
default,core,5,512,0.82
default,core,5,1024,1.08
default,core,5,2048,1.30
default,core,5,4096,1.95
default,core,5,8192,3.04
default,core,5,16384,6.26
default,core,5,32768,10.69
default,core,5,65536,20.15
default,core,5,131072,38.51
default,core,5,262144,75.25
default,core,5,524288,146.54
default,core,5,1048576,355.09
default,core,6,1,0.50
default,core,6,2,0.49
default,core,6,4,0.50
default,core,6,8,0.50
default,core,6,16,0.50
default,core,6,32,0.60
default,core,6,64,0.56
default,core,6,128,0.84
default,core,6,256,0.87
default,core,6,512,0.93
default,core,6,1024,1.20
default,core,6,2048,1.56
default,core,6,4096,2.35
default,core,6,8192,3.55
default,core,6,16384,7.12
default,core,6,32768,11.90
default,core,6,65536,22.83
default,core,6,131072,44.50
default,core,6,262144,87.67
default,core,6,524288,170.98
default,core,6,1048576,428.24
default,core,7,1,0.62
default,core,7,2,0.61
default,core,7,4,0.61
default,core,7,8,0.60
default,core,7,16,0.59
default,core,7,32,0.68
default,core,7,64,0.62
default,core,7,128,0.97
default,core,7,256,1.00
default,core,7,512,1.09
default,core,7,1024,1.35
default,core,7,2048,1.72
default,core,7,4096,2.54
default,core,7,8192,3.99
default,core,7,16384,7.90
default,core,7,32768,13.45
default,core,7,65536,26.57
default,core,7,131072,51.46
default,core,7,262144,101.72
default,core,7,524288,199.13
default,core,7,1048576,499.34
default,core,8,1,0.78
default,core,8,2,0.77
default,core,8,4,0.76
default,core,8,8,0.82
default,core,8,16,0.82
default,core,8,32,0.99
default,core,8,64,0.81
default,core,8,128,1.25
default,core,8,256,1.26
default,core,8,512,1.28
default,core,8,1024,1.56
default,core,8,2048,2.18
default,core,8,4096,3.04
default,core,8,8192,4.57
default,core,8,16384,10.73
default,core,8,32768,15.25
