Algorithm,Allocation,Processes,MessageSize,Latency
linear,core,2,1,0.23
linear,core,2,2,0.23
linear,core,2,4,0.23
linear,core,2,8,0.23
linear,core,2,16,0.23
linear,core,2,32,0.30
linear,core,2,64,0.28
linear,core,2,128,0.36
linear,core,2,256,0.39
linear,core,2,512,0.43
linear,core,2,1024,0.50
linear,core,2,2048,0.62
linear,core,2,4096,0.97
linear,core,2,8192,1.46
linear,core,2,16384,3.50
linear,core,2,32768,6.03
linear,core,2,65536,7.27
linear,core,2,131072,9.79
linear,core,2,262144,15.62
linear,core,2,524288,31.36
linear,core,2,1048576,62.38
linear,core,3,1,0.38
linear,core,3,2,0.38
linear,core,3,4,0.38
linear,core,3,8,0.38
linear,core,3,16,0.37
linear,core,3,32,0.42
linear,core,3,64,0.40
linear,core,3,128,0.51
linear,core,3,256,0.52
linear,core,3,512,0.57
linear,core,3,1024,0.74
linear,core,3,2048,0.95
linear,core,3,4096,1.43
linear,core,3,8192,2.17
linear,core,3,16384,4.75
linear,core,3,32768,7.96
linear,core,3,65536,11.83
linear,core,3,131072,18.73
linear,core,3,262144,32.41
linear,core,3,524288,60.86
linear,core,3,1048576,124.42
linear,core,4,1,0.20
linear,core,4,2,0.19
linear,core,4,4,0.19
linear,core,4,8,0.18
linear,core,4,16,0.20
linear,core,4,32,0.25
linear,core,4,64,0.24
linear,core,4,128,0.42
linear,core,4,256,0.47
linear,core,4,512,0.51
linear,core,4,1024,0.71
linear,core,4,2048,1.03
linear,core,4,4096,1.65
linear,core,4,8192,2.54
linear,core,4,16384,5.33
linear,core,4,32768,8.78
linear,core,4,65536,14.40
linear,core,4,131072,26.26
linear,core,4,262144,52.50
linear,core,4,524288,104.22
linear,core,4,1048576,217.57
linear,core,5,1,0.25
linear,core,5,2,0.25
linear,core,5,4,0.26
linear,core,5,8,0.25
linear,core,5,16,0.25
linear,core,5,32,0.34
linear,core,5,64,0.32
linear,core,5,128,0.54
linear,core,5,256,0.61
linear,core,5,512,0.64
linear,core,5,1024,0.90
linear,core,5,2048,1.29
linear,core,5,4096,2.05
linear,core,5,8192,3.06
linear,core,5,16384,6.13
linear,core,5,32768,10.70
linear,core,5,65536,19.89
linear,core,5,131072,38.01
linear,core,5,262144,74.78
linear,core,5,524288,148.51
linear,core,5,1048576,271.08
linear,core,6,1,0.30
linear,core,6,2,0.32
linear,core,6,4,0.31
linear,core,6,8,0.31
linear,core,6,16,0.31
linear,core,6,32,0.42
linear,core,6,64,0.42
linear,core,6,128,0.64
linear,core,6,256,0.71
linear,core,6,512,0.77
linear,core,6,1024,1.06
linear,core,6,2048,1.50
linear,core,6,4096,2.38
linear,core,6,8192,3.58
linear,core,6,16384,6.89
linear,core,6,32768,11.89
linear,core,6,65536,22.46
linear,core,6,131072,43.42
linear,core,6,262144,85.22
linear,core,6,524288,167.89
linear,core,6,1048576,328.20
linear,core,7,1,0.37
linear,core,7,2,0.37
linear,core,7,4,0.37
linear,core,7,8,0.38
linear,core,7,16,0.37
linear,core,7,32,0.56
linear,core,7,64,0.51
linear,core,7,128,0.84
linear,core,7,256,0.87
linear,core,7,512,0.93
linear,core,7,1024,1.28
linear,core,7,2048,1.80
linear,core,7,4096,2.75
linear,core,7,8192,4.08
linear,core,7,16384,9.79
linear,core,7,32768,13.51
linear,core,7,65536,25.81
linear,core,7,131072,50.50
linear,core,7,262144,97.59
linear,core,7,524288,174.85
linear,core,7,1048576,331.59
linear,core,8,1,0.62
linear,core,8,2,0.65
linear,core,8,4,0.65
linear,core,8,8,0.64
linear,core,8,16,0.64
linear,core,8,32,0.84
linear,core,8,64,0.80
linear,core,8,128,1.34
linear,core,8,256,1.37
linear,core,8,512,1.36
linear,core,8,1024,1.76
linear,core,8,2048,2.36
linear,core,8,4096,3.33
linear,core,8,8192,4.92
linear,core,8,16384,8.13
linear,core,8,32768,14.90
linear,core,8,65536,29.24
linear,core,8,131072,57.59
linear,core,8,262144,115.37
linear,core,8,524288,226.71
linear,core,8,1048576,436.33
linear,core,9,1,1.98
linear,core,9,2,2.03
linear,core,9,4,1.78
linear,core,9,8,1.63
linear,core,9,16,1.43
linear,core,9,32,1.61
linear,core,9,64,1.43
linear,core,9,128,2.00
linear,core,9,256,1.72
linear,core,9,512,1.69
linear,core,9,1024,2.16
linear,core,9,2048,2.60
linear,core,9,4096,3.63
linear,core,9,8192,5.28
linear,core,9,16384,9.44
linear,core,9,32768,16.42
linear,core,9,65536,31.94
linear,core,9,131072,63.33
linear,core,9,262144,123.51
linear,core,9,524288,243.65
linear,core,9,1048576,464.13
linear,core,10,1,0.86
linear,core,10,2,0.88
linear,core,10,4,0.87
linear,core,10,8,0.86
linear,core,10,16,0.84
linear,core,10,32,1.02
linear,core,10,64,0.95
linear,core,10,128,1.55
linear,core,10,256,1.59
linear,core,10,512,1.61
linear,core,10,1024,2.20
linear,core,10,2048,2.83
linear,core,10,4096,4.03
linear,core,10,8192,5.91
linear,core,10,16384,9.84
linear,core,10,32768,17.78
linear,core,10,65536,35.24
linear,core,10,131072,70.26
linear,core,10,262144,136.73
linear,core,10,524288,277.51
linear,core,10,1048576,536.34
linear,core,11,1,0.95
linear,core,11,2,0.92
linear,core,11,4,0.93
linear,core,11,8,0.91
linear,core,11,16,0.94
linear,core,11,32,1.24
linear,core,11,64,1.18
linear,core,11,128,1.66
linear,core,11,256,1.69
linear,core,11,512,1.67
linear,core,11,1024,2.34
linear,core,11,2048,3.01
linear,core,11,4096,4.33
linear,core,11,8192,6.33
linear,core,11,16384,11.89
linear,core,11,32768,19.89
linear,core,11,65536,38.86
linear,core,11,131072,77.01
linear,core,11,262144,149.02
linear,core,11,524288,305.30
linear,core,11,1048576,584.70
linear,core,12,1,0.83
linear,core,12,2,0.83
linear,core,12,4,0.82
linear,core,12,8,0.82
linear,core,12,16,0.81
linear,core,12,32,1.08
linear,core,12,64,0.98
linear,core,12,128,1.73
linear,core,12,256,1.79
linear,core,12,512,1.78
linear,core,12,1024,2.51
linear,core,12,2048,3.23
linear,core,12,4096,4.79
linear,core,12,8192,6.80
linear,core,12,16384,11.74
linear,core,12,32768,20.96
linear,core,12,65536,41.57
linear,core,12,131072,83.58
linear,core,12,262144,136.11
linear,core,12,524288,283.29
linear,core,12,1048576,585.23
linear,core,13,1,1.86
linear,core,13,2,1.87
linear,core,13,4,1.58
linear,core,13,8,1.38
linear,core,13,16,1.21
linear,core,13,32,1.49
linear,core,13,64,1.28
linear,core,13,128,1.98
linear,core,13,256,1.93
linear,core,13,512,1.90
linear,core,13,1024,2.70
linear,core,13,2048,3.47
linear,core,13,4096,4.97
linear,core,13,8192,7.41
linear,core,13,16384,14.02
linear,core,13,32768,26.13
linear,core,13,65536,52.61
linear,core,13,131072,103.59
linear,core,13,262144,203.49
linear,core,13,524288,410.17
linear,core,13,1048576,780.76
linear,core,14,1,1.18
linear,core,14,2,1.17
linear,core,14,4,1.10
linear,core,14,8,1.05
linear,core,14,16,1.01
linear,core,14,32,1.25
linear,core,14,64,1.15
linear,core,14,128,2.13
linear,core,14,256,2.16
linear,core,14,512,2.20
linear,core,14,1024,3.07
linear,core,14,2048,3.95
linear,core,14,4096,5.67
linear,core,14,8192,8.43
linear,core,14,16384,14.90
linear,core,14,32768,28.81
linear,core,14,65536,58.86
linear,core,14,131072,115.97
linear,core,14,262144,232.55
linear,core,14,524288,467.96
linear,core,14,1048576,877.10
linear,core,15,1,0.99
linear,core,15,2,1.03
linear,core,15,4,1.00
linear,core,15,8,0.99
linear,core,15,16,1.00
linear,core,15,32,1.25
linear,core,15,64,1.31
linear,core,15,128,2.29
linear,core,15,256,2.36
linear,core,15,512,2.42
linear,core,15,1024,3.50
linear,core,15,2048,4.32
linear,core,15,4096,6.25
linear,core,15,8192,9.34
linear,core,15,16384,16.02
linear,core,15,32768,32.50
linear,core,15,65536,68.29
linear,core,15,131072,134.45
linear,core,15,262144,270.33
linear,core,15,524288,467.43
linear,core,15,1048576,910.86
linear,core,16,1,1.55
linear,core,16,2,1.53
linear,core,16,4,1.50
linear,core,16,8,1.53
linear,core,16,16,1.50
linear,core,16,32,1.70
linear,core,16,64,1.62
linear,core,16,128,3.30
linear,core,16,256,3.41
linear,core,16,512,3.46
linear,core,16,1024,4.51
linear,core,16,2048,5.50
linear,core,16,4096,7.71
linear,core,16,8192,11.18
linear,core,16,16384,16.81
linear,core,16,32768,34.09
linear,core,16,65536,72.27
linear,core,16,131072,144.37
linear,core,16,262144,240.36
linear,core,16,524288,487.74
linear,core,16,1048576,939.79
linear,core,17,1,2.70
linear,core,17,2,2.67
linear,core,17,4,2.65
linear,core,17,8,2.60
linear,core,17,16,2.56
linear,core,17,32,2.78
linear,core,17,64,2.75
linear,core,17,128,3.52
linear,core,17,256,3.60
linear,core,17,512,3.70
linear,core,17,1024,4.87
linear,core,17,2048,5.89
linear,core,17,4096,8.14
linear,core,17,8192,11.97
linear,core,17,16384,19.03
linear,core,17,32768,37.39
linear,core,17,65536,77.56
linear,core,17,131072,113.65
linear,core,17,262144,250.44
linear,core,17,524288,533.71
linear,core,17,1048576,1059.18
linear,core,18,1,3.81
linear,core,18,2,3.29
linear,core,18,4,2.77
linear,core,18,8,2.55
linear,core,18,16,2.42
linear,core,18,32,2.72
linear,core,18,64,2.55
linear,core,18,128,3.86
linear,core,18,256,3.96
linear,core,18,512,4.05
linear,core,18,1024,5.50
linear,core,18,2048,6.55
linear,core,18,4096,9.13
linear,core,18,8192,13.40
linear,core,18,16384,21.38
linear,core,18,32768,42.35
linear,core,18,65536,84.37
linear,core,18,131072,169.87
linear,core,18,262144,346.73
linear,core,18,524288,700.48
linear,core,18,1048576,1256.26
linear,core,19,1,3.72
linear,core,19,2,3.79
linear,core,19,4,3.09
linear,core,19,8,2.71
linear,core,19,16,2.55
linear,core,19,32,2.90
linear,core,19,64,2.72
linear,core,19,128,4.21
linear,core,19,256,4.31
